GRCh38_ENSG00000285721	GRCh38_AL031281.2
GRCh38_ENSG00000070831	GRCh38_CDC42
GRCh38_ENSG00000162552	GRCh38_WNT4
GRCh38_ENSG00000184677	GRCh38_ZBTB40
GRCh38_ENSG00000070886	GRCh38_EPHA8
GRCh38_ENSG00000173372	GRCh38_C1QA
GRCh38_ENSG00000159189	GRCh38_C1QC
GRCh38_ENSG00000173369	GRCh38_C1QB
GRCh38_ENSG00000133216	GRCh38_EPHB2
GRCh38_ENSG00000215906	GRCh38_LACTBL1
GRCh38_ENSG00000227868	GRCh38_TEX46
GRCh38_ENSG00000004487	GRCh38_KDM1A
GRCh38_ENSG00000169641	GRCh38_LUZP1
GRCh38_ENSG00000179546	GRCh38_HTR1D
GRCh38_ENSG00000125944	GRCh38_HNRNPR
GRCh38_ENSG00000125945	GRCh38_ZNF436
GRCh38_ENSG00000204219	GRCh38_TCEA3
GRCh38_ENSG00000088280	GRCh38_ASAP3
GRCh38_ENSG00000007968	GRCh38_E2F2
GRCh38_ENSG00000117318	GRCh38_ID3
GRCh38_ENSG00000142676	GRCh38_RPL11
GRCh38_ENSG00000011007	GRCh38_ELOA
GRCh38_ENSG00000057757	GRCh38_PITHD1
GRCh38_ENSG00000011009	GRCh38_LYPLA2
GRCh38_ENSG00000117308	GRCh38_GALE
GRCh38_ENSG00000117305	GRCh38_HMGCL
GRCh38_ENSG00000179163	GRCh38_FUCA1
GRCh38_ENSG00000188822	GRCh38_CNR2
GRCh38_ENSG00000189266	GRCh38_PNRC2
GRCh38_ENSG00000188529	GRCh38_SRSF10
GRCh38_ENSG00000142661	GRCh38_MYOM3
GRCh38_ENSG00000142677	GRCh38_IL22RA1
GRCh38_ENSG00000185436	GRCh38_IFNLR1
GRCh38_ENSG00000158055	GRCh38_GRHL3
GRCh38_ENSG00000001460	GRCh38_STPG1
GRCh38_ENSG00000001461	GRCh38_NIPAL3
GRCh38_ENSG00000117602	GRCh38_RCAN3
GRCh38_ENSG00000184454	GRCh38_NCMAP
GRCh38_ENSG00000133226	GRCh38_SRRM1
GRCh38_ENSG00000169504	GRCh38_CLIC4
GRCh38_ENSG00000020633	GRCh38_RUNX3
GRCh38_ENSG00000117614	GRCh38_SYF2
GRCh38_ENSG00000117616	GRCh38_RSRP1
GRCh38_ENSG00000187010	GRCh38_RHD
GRCh38_ENSG00000183726	GRCh38_TMEM50A
GRCh38_ENSG00000188672	GRCh38_RHCE
GRCh38_ENSG00000204178	GRCh38_MACO1
GRCh38_ENSG00000157978	GRCh38_LDLRAP1
GRCh38_ENSG00000117643	GRCh38_MAN1C1
GRCh38_ENSG00000162430	GRCh38_SELENON
GRCh38_ENSG00000255054	GRCh38_AL020996.2
GRCh38_ENSG00000117640	GRCh38_MTFR1L
GRCh38_ENSG00000127423	GRCh38_AUNIP
GRCh38_ENSG00000182749	GRCh38_PAQR7
GRCh38_ENSG00000117632	GRCh38_STMN1
GRCh38_ENSG00000158006	GRCh38_PAFAH2
GRCh38_ENSG00000158008	GRCh38_EXTL1
GRCh38_ENSG00000158014	GRCh38_SLC30A2
GRCh38_ENSG00000158022	GRCh38_TRIM63
GRCh38_ENSG00000175087	GRCh38_PDIK1L
GRCh38_ENSG00000197245	GRCh38_FAM110D
GRCh38_ENSG00000282872	GRCh38_C1orf232
GRCh38_ENSG00000236782	GRCh38_AL391650.1
GRCh38_ENSG00000142684	GRCh38_ZNF593
GRCh38_ENSG00000142675	GRCh38_CNKSR1
GRCh38_ENSG00000188782	GRCh38_CATSPER4
GRCh38_ENSG00000130695	GRCh38_CEP85
GRCh38_ENSG00000142669	GRCh38_SH3BGRL3
GRCh38_ENSG00000158062	GRCh38_UBXN11
GRCh38_ENSG00000169442	GRCh38_CD52
GRCh38_ENSG00000176092	GRCh38_CRYBG2
GRCh38_ENSG00000176083	GRCh38_ZNF683
GRCh38_ENSG00000131914	GRCh38_LIN28A
GRCh38_ENSG00000117682	GRCh38_DHDDS
GRCh38_ENSG00000198830	GRCh38_HMGN2
GRCh38_ENSG00000117676	GRCh38_RPS6KA1
GRCh38_ENSG00000117713	GRCh38_ARID1A
GRCh38_ENSG00000060642	GRCh38_PIGV
